Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes
1,1,Failure to achieve vaginal delivery within 24 hours,"Vaginal misoprostol (≤ 50 µg) versus Placebo, no treatment, or expectant management",1,SUBGROUP_AND_OVERALL,Zhang 2015,2015,,,,,116,173,,,44,49,,,100.00000000000003,0.7467157120336311,0.6486554258072252,0.8596002321324941,
1,1,Failure to achieve vaginal delivery within 24 hours,"Controlled-release dinoprostone vaginal pessary versus Placebo, no treatment, or expectant management",2,SUBGROUP_AND_OVERALL,Itoh 2021,2021,,,,,28,57,,,52,56,,,100,0.5290148448043185,0.4022257271052995,0.6957702781405449,
1,1,Failure to achieve vaginal delivery within 24 hours,Oral misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),3,SUBGROUP_AND_OVERALL,Ayaz 2009,2009,,,,,7,44,,,10,44,,,7.550082070140422,0.7,0.29302798014025977,1.6721952619181901,
1,1,Failure to achieve vaginal delivery within 24 hours,Oral misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),3,SUBGROUP_AND_OVERALL,Nopdonrattakoon 2003,2003,,,,,15,53,,,4,53,,,5.793688454097054,3.75,1.3319211779278741,10.55805721317355,
1,1,Failure to achieve vaginal delivery within 24 hours,Oral misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),3,SUBGROUP_AND_OVERALL,Rahman 2013,2013,,,,,56,110,,,52,110,,,22.452135695632336,1.0769230769230769,0.8225171354260805,1.4100172065214016,
1,1,Failure to achieve vaginal delivery within 24 hours,Oral misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),3,SUBGROUP_AND_OVERALL,Shetty 2001,2001,,,,,48,122,,,19,123,,,15.780711962176202,2.54702329594478,1.594282512835962,4.0691205089777585,
1,1,Failure to achieve vaginal delivery within 24 hours,Oral misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),3,SUBGROUP_AND_OVERALL,Souza 2013,2013,,,,,63,100,,,58,100,,,23.98842283048046,1.0862068965517242,0.8678298270274213,1.3595354588789075,
1,1,Failure to achieve vaginal delivery within 24 hours,Oral misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),3,SUBGROUP_AND_OVERALL,Young 2020,2020,,,,,92,167,,,80,172,,,24.43495898747353,1.1844311377245509,0.959313981411096,1.4623753507146033,
1,1,Failure to achieve vaginal delivery within 24 hours,Sublingual or buccal misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),4,SUBGROUP_AND_OVERALL,Bartusevicius 2006,2006,,,,,12,70,,,17,70,,,6.4026908006895535,0.7058823529411765,0.3646335708195058,1.3664948487159894,
1,1,Failure to achieve vaginal delivery within 24 hours,Sublingual or buccal misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),4,SUBGROUP_AND_OVERALL,Caliskan 2005,2005,,,,,6,80,,,7,80,,,2.7874989615141805,0.8571428571428571,0.30131151212397617,2.438319971155721,
1,1,Failure to achieve vaginal delivery within 24 hours,Sublingual or buccal misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),4,SUBGROUP_AND_OVERALL,Feitosa 2006,2006,,,,,40,75,,,41,75,,,20.61261503389362,0.975609756097561,0.7260442777712562,1.3109591595632906,
1,1,Failure to achieve vaginal delivery within 24 hours,Sublingual or buccal misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),4,SUBGROUP_AND_OVERALL,Gattas 2020,2020,,,,,70,98,,,66,100,,,30.742780649404477,1.0822510822510822,0.8964719263835014,1.306529932017729,
1,1,Failure to achieve vaginal delivery within 24 hours,Sublingual or buccal misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),4,SUBGROUP_AND_OVERALL,Haas 2019,2019,,,,,90,148,,,63,152,,,26.483038981121094,1.4671814671814671,1.1669196833171558,1.8447040429737134,
1,1,Failure to achieve vaginal delivery within 24 hours,Sublingual or buccal misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),4,SUBGROUP_AND_OVERALL,Nassar 2007,2007,,,,,30,85,,,27,85,,,12.971375573377077,1.1111111111111112,0.7269991114882164,1.6981697525149984,
1,1,Failure to achieve vaginal delivery within 24 hours,Vaginal dinoprostone (tablet or gel) versus Vaginal misoprostol (≤ 50 µg),5,SUBGROUP_AND_OVERALL,Calder 2008,2008,,,,,161,304,,,178,315,,,26.33064651479804,0.937222797161443,0.8118861442800758,1.0819085628047163,
1,1,Failure to achieve vaginal delivery within 24 hours,Vaginal dinoprostone (tablet or gel) versus Vaginal misoprostol (≤ 50 µg),5,SUBGROUP_AND_OVERALL,Pandis 2001,2001,,,,,103,225,,,72,210,,,20.76980152371167,1.3351851851851853,1.0554271457044277,1.6890976189058982,
1,1,Failure to achieve vaginal delivery within 24 hours,Vaginal dinoprostone (tablet or gel) versus Vaginal misoprostol (≤ 50 µg),5,SUBGROUP_AND_OVERALL,Sifakis 2007,2007,,,,,82,211,,,61,204,,,18.76902359001488,1.2996659156242716,0.9923494335898907,1.7021539339473692,
1,1,Failure to achieve vaginal delivery within 24 hours,Vaginal dinoprostone (tablet or gel) versus Vaginal misoprostol (≤ 50 µg),5,SUBGROUP_AND_OVERALL,Surbek 1997,1997,,,,,31,50,,,19,50,,,12.120609947762263,1.631578947368421,1.0771161118179677,2.47146044171859,
1,1,Failure to achieve vaginal delivery within 24 hours,Vaginal dinoprostone (tablet or gel) versus Vaginal misoprostol (≤ 50 µg),5,SUBGROUP_AND_OVERALL,Young 2020,2020,,,,,90,172,,,80,172,,,22.009918423713156,1.125,0.9077648100923918,1.3942212629625788,
1,1,Failure to achieve vaginal delivery within 24 hours,Controlled-release dinoprostone vaginal pessary versus Vaginal misoprostol (≤ 50 µg),6,SUBGROUP_AND_OVERALL,De Bonrostro Torralba 2019,2019,,,,,57,99,,,50,99,,,47.89706406068307,1.14,0.8806664803403503,1.4757005393207931,
1,1,Failure to achieve vaginal delivery within 24 hours,Controlled-release dinoprostone vaginal pessary versus Vaginal misoprostol (≤ 50 µg),6,SUBGROUP_AND_OVERALL,Khoury 2001,2001,,,,,22,39,,,42,79,,,26.824742022205694,1.061050061050061,0.7515388762500155,1.4980292671909734,
1,1,Failure to achieve vaginal delivery within 24 hours,Controlled-release dinoprostone vaginal pessary versus Vaginal misoprostol (≤ 50 µg),6,SUBGROUP_AND_OVERALL,Ozkan 2009,2009,,,,,20,56,,,15,56,,,10.260639466757077,1.3333333333333333,0.7634028040452177,2.3287545819290396,
1,1,Failure to achieve vaginal delivery within 24 hours,Controlled-release dinoprostone vaginal pessary versus Vaginal misoprostol (≤ 50 µg),6,SUBGROUP_AND_OVERALL,Rozenberg 2004,2004,,,,,32,70,,,19,70,,,15.017554450354176,1.6842105263157894,1.062208716843136,2.670440424724743,
1,1,Failure to achieve vaginal delivery within 24 hours,Oxytocin (alone) versus Vaginal misoprostol (≤ 50 µg),7,SUBGROUP_AND_OVERALL,Tabasi 2007,2007,,,,,31,55,,,15,55,,,100,2.066666666666667,1.2658028418452125,3.374230938591462,
1,1,Failure to achieve vaginal delivery within 24 hours,Nitric oxide donors versus Vaginal misoprostol (≤ 50 µg),8,SUBGROUP_AND_OVERALL,Soliman 2013,2013,,,,,47,65,,,26,65,,,100,1.8076923076923077,1.2949346389661276,2.5234875807314143,
1,1,Failure to achieve vaginal delivery within 24 hours,Balloon catheters versus Vaginal misoprostol (≤ 50 µg),9,SUBGROUP_AND_OVERALL,Levine 2016,2016,,,,,48,123,,,51,120,,,100,0.9182209469153515,0.6778611242937573,1.2438089117923021,
1,1,Failure to achieve vaginal delivery within 24 hours,Balloon catheters plus oxytocin versus Vaginal misoprostol (≤ 50 µg),10,SUBGROUP_AND_OVERALL,Levine 2016,2016,,,,,42,125,,,51,120,,,46.96109693642221,0.7905882352941176,0.5726195523394908,1.0915270972355893,
1,1,Failure to achieve vaginal delivery within 24 hours,Balloon catheters plus oxytocin versus Vaginal misoprostol (≤ 50 µg),10,SUBGROUP_AND_OVERALL,Moraes Filho 2010,2010,,,,,57,121,,,51,119,,,53.03890306357778,1.0991735537190082,0.8303108009372396,1.455096693709752,
1,1,Failure to achieve vaginal delivery within 24 hours,Balloon catheters plus misoprostol (≤ 50 µg) versus Vaginal misoprostol (≤ 50 µg),11,SUBGROUP_AND_OVERALL,Levine 2016,2016,,,,,40,123,,,51,120,,,100,0.7651841224294595,0.5507643410794831,1.0630803368107764,
1,1,Failure to achieve vaginal delivery within 24 hours,Sublingual or buccal misoprostol (≤ 50 µg) versus Oral misoprostol (≤ 50 µg),12,SUBGROUP_AND_OVERALL,Shetty 2002,2002,,,,,19,50,,,34,50,,,100,0.5588235294117647,0.37388693402594014,0.8352357587402489,
1,1,Failure to achieve vaginal delivery within 24 hours,Controlled-release misoprostol vaginal pessary versus Oral misoprostol (≤ 50 µg),13,SUBGROUP_AND_OVERALL,Wallstrom 2019,2019,,,,,43,97,,,49,99,,,100,0.8956448558804966,0.6642548723806911,1.2076384249771195,
1,1,Failure to achieve vaginal delivery within 24 hours,Vaginal dinoprostone (tablet or gel) versus Oral misoprostol (≤ 50 µg),14,SUBGROUP_AND_OVERALL,Dallenbach 2003,2003,,,,,38,100,,,44,100,,,12.500708366068162,0.8636363636363636,0.6183992281648466,1.2061266163097724,
1,1,Failure to achieve vaginal delivery within 24 hours,Vaginal dinoprostone (tablet or gel) versus Oral misoprostol (≤ 50 µg),14,SUBGROUP_AND_OVERALL,Dodd 2006,2006,,,,,155,376,,,168,365,,,51.83079857549867,0.8956275329280649,0.7601283575447434,1.0552805585753917,
1,1,Failure to achieve vaginal delivery within 24 hours,Vaginal dinoprostone (tablet or gel) versus Oral misoprostol (≤ 50 µg),14,SUBGROUP_AND_OVERALL,Young 2020,2020,,,,,90,172,,,92,167,,,35.66849305843315,0.9498230535894844,0.7794089272724425,1.1574974337119712,
